title,ratings,reviews,url,course_by,skills,price,id,"level, type and duration"
"Hydro, Wind & Solar power: Resources, Variability & Forecast",4.6,59,https://www.coursera.org/learn/hydro-wind-solar-power-resources-variability-forecast,École Polytechnique,"Budget Management, Finance, Forecasting, Probability & Statistics, Operations Management, Strategy and Operations",Free,641,Intermediate · Course · 1-3 Months
Career 911: Your Future Job in Medicine and Healthcare,4.5,128,https://www.coursera.org/learn/healthcarejobs,Northwestern University,"Communication, Entrepreneurship, Leadership and Management, Research and Design, Business Analysis, Problem Solving, Professional Development, Software Engineering, Application Development, Computer Programming, Creativity, Data Analysis, Design and Product, Human Computer Interaction, Market Research, Software Testing, User Research",Free,642,Mixed · Course · 1-3 Months
"Easing the burden of obesity, diabetes and cardiovascular disease",4.7,140,https://www.coursera.org/learn/easing-the-burden-of-obesity-diabetes-cvd,The University of Sydney,"Epidemiology, Leadership and Management, Probability & Statistics",Free,643,Beginner · Course · 1-3 Months
"Philosophy, Science and Religion: Philosophy and Religion",4.6,446,https://www.coursera.org/learn/philosophy-science-religion-2,The University of Edinburgh,"Critical Thinking, Business Analysis, Entrepreneurship, General Statistics, Leadership and Management, Probability & Statistics, Strategy and Operations",Free,645,Beginner · Course · 1-3 Months
Teaching the Violin and Viola: Creating a Healthy Foundation,4.7,195,https://www.coursera.org/learn/teach-violin-lessons,Northwestern University,"Entrepreneurship, Advertising, Business Psychology, Communication, Creativity, Human Learning, Human Resources, Leadership and Management, Marketing, People Development, Research and Design",Free,646,Mixed · Course · 1-3 Months
Egypt before and after pharaohs.,4.5,105,https://www.coursera.org/learn/egypt-sapienza,Sapienza University of Rome,"Business Psychology, Culture, Leadership and Management",Free,647,Beginner · Course · 1-4 Weeks
Materials Data Sciences and Informatics,4.5,310,https://www.coursera.org/learn/material-informatics,Georgia Institute of Technology,"Human Computer Interaction, Probability & Statistics, User Experience, Big Data, Computer Programming, Computer Programming Tools, Correlation And Dependence, Data Analysis, Data Management, Design and Product, Dimensionality Reduction, Experiment, General Statistics, Machine Learning, Python Programming, Statistical Programming",Free,648,Intermediate · Course · 1-3 Months
Tu consultorio de Coaching en las ondas,4.8,431,https://www.coursera.org/learn/coaching-en-las-ondas,Universitat Autònoma de Barcelona,"Communication, Leadership and Management, Change Management, Collaboration, Conflict Management, Human Resources, Strategy and Operations",Free,649,Beginner · Course · 1-3 Months
Atención Primaria en Salud: El desafío de las Enfermedades no Transmisibles,4.8,11000,https://www.coursera.org/learn/enfermedades-no-transmisibles,Pontificia Universidad Católica de Chile,,Free,650,Intermediate · Course · 1-3 Months
Copyright for Educators & Librarians,4.8,526,https://www.coursera.org/learn/copyright-for-education,Duke University,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations, Entrepreneurship, Leadership and Management, Business Psychology, Human Resources, Problem Solving, Adaptability, Culture, Finance, Human Learning, Market Analysis, Marketing, People Development, Regulations and Compliance",Free,652,Mixed · Course · 1-3 Months
Anticoagulación,4.8,17,https://www.coursera.org/learn/anticoagulacion,Universidad de los Andes,,Free,653,Intermediate · Course · 1-3 Months
Sustentabilidad: los desafíos desde Latinoamérica,5,7,https://www.coursera.org/learn/sustentabilida-desafios-latinoamerica,Pontificia Universidad Católica de Chile,,Free,654,Beginner · Course · 1-3 Months
"Global Health Security, Solidarity and Sustainability through the International Health Regulations",4.7,82,https://www.coursera.org/learn/international-health-regulations,University of Geneva,"Epidemiology, Probability & Statistics, Entrepreneurship, Leadership and Management, Finance, Marketing, Regulations and Compliance, Sales, Strategy, Strategy and Operations",Free,655,Intermediate · Course · 1-3 Months
Liderazgo Instruccional: Perspectiva Global y Prácticas Locales,4.8,617,https://www.coursera.org/learn/liderazgo-educativo,Pontificia Universidad Católica de Chile,"Business Psychology, Entrepreneurship, Adaptability, Human Learning, Human Resources, Leadership Development, Leadership and Management, People Development",Free,656,Mixed · Course · 1-3 Months
Global Warming II: Create Your Own Models in Python,4.1,50,https://www.coursera.org/learn/global-warming-model,The University of Chicago,"Computer Programming, Data Visualization, Entrepreneurship, Leadership and Management, Problem Solving, Python Programming, Research and Design, Statistical Programming",Free,657,Mixed · Course · 1-3 Months
Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,4.8,297,https://www.coursera.org/learn/motion-and-kinetics,Georgia Institute of Technology,"Mathematics, Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Linear Algebra",Free,658,Mixed · Course · 1-3 Months
Childbirth: A Global Perspective,4.7,73,https://www.coursera.org/learn/childbirth,Emory University,,Free,659,Intermediate · Course · 1-3 Months
Scandinavian Film and Television,4.7,561,https://www.coursera.org/learn/scandinavian-movies-tv,University of Copenhagen,"Business Psychology, Culture, Leadership and Management, Communication, Marketing, Social Media",Free,660,Beginner · Course · 1-3 Months
Odesa: Jews in the Modern World,4.8,9,https://www.coursera.org/learn/odesa,"University of California, Santa Cruz",,Free,661,Beginner · Course · 1-3 Months
Everyday Chinese Medicine 2,4.8,139,https://www.coursera.org/learn/everyday-chinese-medicine-2,The Chinese University of Hong Kong,,Free,662,Beginner · Course · 1-3 Months
"Act on Climate: Steps to Individual, Community, and Political Action",4.8,142,https://www.coursera.org/learn/act-on-climate,University of Michigan,"Entrepreneurship, Adaptability, Business Psychology, Leadership and Management, Planning, Supply Chain and Logistics, Human Resources, Account Management, Behavioral Economics, Benefits, Collaboration, Communication, FinTech, Finance, Innovation, Leadership Development, Research and Design, Sales, Talent Management",Free,663,Beginner · Course · 1-3 Months
Exercer son esprit critique à l’ère informationnelle,4.7,50,https://www.coursera.org/learn/esprit-critique,University of Geneva,"Research and Design, Business Analysis, Critical Thinking, Human Resources, Leadership Development, Leadership and Management, Strategy and Operations, Entrepreneurship, Market Research",Free,664,Beginner · Course · 1-3 Months
Knowledge and Skills for Dementia Care: the SSLD Approach,4.6,73,https://www.coursera.org/learn/dementia-healthcare,University of Toronto,"Communication, Entrepreneurship, Epidemiology, Probability & Statistics, Research and Design, Design and Product, Human Computer Interaction, Market Research, User Research",Free,666,Beginner · Course · 1-3 Months
Initiation à la programmation (en C++),4.7,418,https://www.coursera.org/learn/initiation-programmation-cpp,École Polytechnique Fédérale de Lausanne,"Computer Programming, C++ Programming, C Programming Language Family, Other Programming Languages, Theoretical Computer Science, Algorithms, Computer Architecture, Data Management, Data Structures, Deep Learning, Programming Principles",Free,667,Beginner · Course · 1-3 Months
Gestion de projet : les bases de la réussite,4.5,23,https://www.coursera.org/learn/project-management-basics-fr,"University of California, Irvine","Project Management, Strategy and Operations, Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy",Free,668,Mixed · Course · 1-4 Weeks
Writing for Young Readers: Opening the Treasure Chest,4.7,12000,https://www.coursera.org/learn/writing-for-children,Commonwealth Education Trust,"Communication, Writing",Free,669,Mixed · Course · 1-3 Months
Introduction to Cataract Surgery,4.8,257,https://www.coursera.org/learn/cataract-surgery,University of Michigan,"Communication, Business Psychology, Clinical Data Management, Data Management, Emotional Intelligence, Entrepreneurship, Human Learning, Leadership and Management, Planning, Supply Chain and Logistics, Change Management",Free,671,Advanced · Course · 1-4 Weeks
Disability Awareness and Support,4.6,270,https://www.coursera.org/learn/disability-awareness,University of Pittsburgh,"Web Design, Web Development",Free,672,Mixed · Course · 1-4 Weeks
Archaeoastronomy,4.5,13000,https://www.coursera.org/learn/archaeoastronomy,Politecnico di Milano,"Business Psychology, Culture, Leadership and Management, Mathematics",Free,673,Beginner · Course · 1-3 Months
Science Literacy,4.4,211,https://www.coursera.org/learn/science-literacy,University of Alberta,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations, Communication, Data Analysis",Free,674,Beginner · Course · 1-3 Months
After the Arab Spring – Democratic Aspirations and State Failure,4.7,504,https://www.coursera.org/learn/after-the-arab-spring,University of Copenhagen,"Business Psychology, Culture, Leadership and Management, Research and Design, Business Analysis, Critical Thinking, Strategy and Operations, Econometrics, Entrepreneurship, General Statistics, Market Research, Probability & Statistics",Free,675,Beginner · Course · 1-3 Months
Introduction to Indoor Air Quality,4.7,611,https://www.coursera.org/learn/intro-indoor-air-quality,The Hong Kong University of Science and Technology,,Free,676,Beginner · Course · 1-4 Weeks
Cultural Competence - Aboriginal Sydney,4.8,254,https://www.coursera.org/learn/cultural-competence-aboriginal-sydney,The University of Sydney,,Free,677,Beginner · Course · 1-3 Months
Manejo moderno de la caries dental,4.8,276,https://www.coursera.org/learn/tratamiento-caries,Universidad Nacional Autónoma de México,,Free,678,Beginner · Course · 1-4 Weeks
La solución del conflicto ético,4.7,421,https://www.coursera.org/learn/etica,Universidad Nacional Autónoma de México,,Free,679,Mixed · Course · 1-3 Months
Corporate governance. Mitos y realidades,4.6,221,https://www.coursera.org/learn/corporate-governance-mitos-realidades,Universitat Autònoma de Barcelona,"Finance, Regulations and Compliance, Business Process Management, Entrepreneurship, Strategy and Operations",Free,680,Beginner · Course · 1-3 Months
Aprender,4.9,52000,https://www.coursera.org/learn/aprendo,Universidad Nacional Autónoma de México,"Business Psychology, Entrepreneurship, Human Learning, Emotional Intelligence",Free,681,Mixed · Course · 1-4 Weeks
Geopolítica y gobernanza global: riesgos y oportunidades,4.8,16000,https://www.coursera.org/learn/geopoliticaygobernanzaglobal,ESADE Business and Law School,,Free,682,Mixed · Course · 1-3 Months
"Gabriel García Márquez entre el poder, la historia y el amor",4.8,129,https://www.coursera.org/learn/gabriel-garcia-marquez-poder-historia-amor,Universidad de los Andes,"Business Psychology, Entrepreneurship, Human Learning",Free,683,Beginner · Course · 1-3 Months
